trans_id,timestamp,merchant_name,alibaba_category,amount,payment_method,fee_amount,settlement_amount,trans_status,region
trans00005884,2025-11-22 00:00:00,Shanghai Outdoor Sports Ltd,Komponen Elektronik,832979,Virtual Account,9112,823867,Failed,Vietnam
trans00005885,2025-11-22 00:00:00,Jiangsu Heavy Equipment,Peralatan Rumah Tangga,1275649,Bank Transfer,9124,1266525,Pending,Vietnam
trans00005886,2025-11-22 00:00:00,Sichuan Kids Toys,Kerajinan & Suvenir,1245958,Debit Card,11174,1234784,Failed,China
trans00005887,2025-11-22 00:00:00,Jiangsu Heavy Equipment,Alat & Mesin Komersial,522857,Credit Card,5285,517572,Pending,China
trans00005888,2025-11-22 00:00:00,Beijing Plastics Manufacturing,Pengelolaan Bahan,975781,Debit Card,7858,967923,Failed,Malaysia
trans00005889,2025-11-22 00:00:00,Guangzhou Electronics Co.,Transmisi Daya,766857,E-Wallet,8853,758004,Success,Vietnam
trans00005890,2025-11-22 00:00:00,Chongqing Auto Parts,Pakaian & Aksesori,1101313,QRIS,11531,1089782,Success,Malaysia
trans00005891,2025-11-22 00:00:00,Anhui Machinery Tools,Kerajinan & Suvenir,517713,Virtual Account,4737,512976,Success,Malaysia
trans00005892,2025-11-22 00:00:00,Shanghai Outdoor Sports Ltd,Pengelolaan Bahan,593629,Credit Card,4494,589135,Failed,Vietnam
trans00005893,2025-11-22 00:00:00,Zhejiang Industrial Supplier,Alat & Mesin Komersial,495330,Bank Transfer,4780,490550,Pending,Vietnam
trans00005894,2025-11-22 00:00:00,Henan Pet Supplies,Barang Elektronik,1252103,QRIS,13332,1238771,Success,China
trans00005895,2025-11-22 00:00:00,Chongqing Auto Parts,Peralatan & Perlengkapan Kelistrikan,977542,Bank Transfer,10699,966843,Failed,Vietnam
trans00005896,2025-11-22 00:00:00,Shenzhen Lighting Tech,Suku Cadang & Aksesori Kendaraan,1061999,Bank Transfer,8642,1053357,Success,Indonesia
trans00005897,2025-11-22 00:00:00,Shanghai Outdoor Sports Ltd,Layanan Fabrikasi,634604,Credit Card,7408,627196,Success,Vietnam
trans00005898,2025-11-22 00:00:00,Tianjin Printing & Packaging,Layanan lainnya,805084,Debit Card,7755,797329,Pending,Malaysia
trans00005899,2025-11-22 00:00:00,Anhui Machinery Tools,Layanan Fabrikasi,615628,QRIS,4348,611280,Success,China
trans00005900,2025-11-22 00:00:00,Jiangsu Heavy Equipment,Pakaian Olahraga & Luar Ruangan,1367241,Debit Card,13818,1353423,Failed,China
trans00005901,2025-11-22 00:00:00,Tianjin Printing & Packaging,Lampu & Pencahayaan,308490,Credit Card,2362,306128,Success,China
trans00005902,2025-11-22 00:00:00,Anhui Machinery Tools,Alat & Mesin Komersial,635254,Credit Card,5849,629405,Failed,Indonesia
trans00005903,2025-11-22 00:00:00,Yunnan Fabrication Services,Pakaian & Aksesori,655345,QRIS,4887,650458,Pending,Indonesia
trans00005904,2025-11-22 00:00:00,Henan Pet Supplies,Rumah & Taman,898901,E-Wallet,9922,888979,Failed,Indonesia
trans00005905,2025-11-22 00:00:00,Hubei Health Products,Komponen Elektronik,1110404,Bank Transfer,9052,1101352,Failed,Vietnam
trans00005906,2025-11-22 00:00:00,Hubei Health Products,Pakaian & Aksesori,973697,Virtual Account,10646,963051,Failed,Indonesia
trans00005907,2025-11-22 00:00:00,Shanghai Outdoor Sports Ltd,Bangunan & Perumahan,1175697,Bank Transfer,10313,1165384,Failed,Vietnam
trans00005908,2025-11-22 00:00:00,Fujian Apparel Factory,Rumah & Taman,536153,Bank Transfer,6363,529790,Success,Vietnam
trans00005909,2025-11-22 00:00:00,Jiangsu Heavy Equipment,Pakaian Olahraga & Luar Ruangan,436992,Virtual Account,3918,433074,Failed,Malaysia
trans00005910,2025-11-22 00:00:00,Chongqing Auto Parts,Kecantikan,1291585,QRIS,12227,1279358,Success,Vietnam
trans00005911,2025-11-22 00:00:00,Shenzhen Lighting Tech,Olahraga & Hiburan,737384,Virtual Account,8817,728567,Success,Vietnam
trans00005912,2025-11-22 00:00:00,Chongqing Auto Parts,Mesin Konstruksi & Bangunan,1248675,Virtual Account,11041,1237634,Success,Malaysia
trans00005913,2025-11-22 00:00:00,Chongqing Auto Parts,"Pertanian, Makanan & Minuman",716244,Bank Transfer,7250,708994,Pending,Indonesia
trans00005914,2025-11-22 00:00:00,Shenzhen Lighting Tech,Peralatan & Perlengkapan Kelistrikan,1246614,QRIS,11079,1235535,Failed,Indonesia
trans00005915,2025-11-22 00:00:00,Anhui Machinery Tools,"Orang Tua, Anak, & Mainan",544607,QRIS,4857,539750,Pending,Indonesia
trans00005916,2025-11-22 00:00:00,Shenzhen Lighting Tech,Kecantikan,1085401,Debit Card,8356,1077045,Failed,Vietnam
trans00005917,2025-11-22 00:00:00,Hubei Health Products,Produk Kesehatan,523816,Bank Transfer,5912,517904,Pending,Indonesia
trans00005918,2025-11-22 00:00:00,Shanghai Outdoor Sports Ltd,Keselamatan & Keamanan,588006,Virtual Account,6821,581185,Failed,China
trans00005919,2025-11-22 00:00:00,Chongqing Auto Parts,Lampu & Pencahayaan,716626,Bank Transfer,7648,708978,Success,Malaysia
trans00005920,2025-11-22 00:00:00,Shanghai Outdoor Sports Ltd,Rumah & Taman,693319,Credit Card,8311,685008,Pending,Malaysia
trans00005921,2025-11-22 00:00:00,Hubei Health Products,Mesin Konstruksi & Bangunan,773268,Bank Transfer,6097,767171,Failed,Malaysia
trans00005922,2025-11-22 00:00:00,Hubei Health Products,Perlengkapan & Peralatan Otomotif,1012201,QRIS,8265,1003936,Failed,China
trans00005923,2025-11-22 00:00:00,Guangzhou Electronics Co.,"Pertanian, Makanan & Minuman",733955,Bank Transfer,5263,728692,Failed,Indonesia
trans00005924,2025-11-22 00:00:00,Sichuan Kids Toys,Kecantikan,589441,Virtual Account,4522,584919,Success,China
trans00005925,2025-11-22 00:00:00,Zhejiang Industrial Supplier,Kerajinan & Suvenir,1492708,Debit Card,14958,1477750,Failed,Malaysia
trans00005926,2025-11-22 00:00:00,Guangzhou Electronics Co.,Peralatan & Perkakas,1462198,Debit Card,14149,1448049,Pending,Vietnam
trans00005927,2025-11-22 00:00:00,Shanghai Outdoor Sports Ltd,Kerajinan & Suvenir,600789,Credit Card,5730,595059,Failed,Vietnam
trans00005928,2025-11-22 00:00:00,Xiamen Home Furnishing,Perlengkapan Hewan Peliharaan,845650,QRIS,9125,836525,Failed,Malaysia
trans00005929,2025-11-22 00:00:00,Ningbo Packaging Solutions,Mesin Konstruksi & Bangunan,1221793,Bank Transfer,13477,1208316,Pending,Malaysia
trans00005930,2025-11-22 00:00:00,Guangzhou Electronics Co.,Pakaian Olahraga & Luar Ruangan,829834,Virtual Account,8138,821696,Pending,Malaysia
trans00005931,2025-11-22 00:00:00,Shanghai Outdoor Sports Ltd,Mesin Industri,474347,Bank Transfer,5220,469127,Failed,Indonesia
trans00005932,2025-11-22 00:00:00,Tianjin Printing & Packaging,Sepatu & Aksesoris,1037153,Bank Transfer,7416,1029737,Success,Vietnam
trans00005933,2025-11-22 00:00:00,Fujian Apparel Factory,Mesin Industri,1040571,QRIS,7325,1033246,Success,Indonesia
trans00005934,2025-11-22 00:00:00,Yunnan Fabrication Services,Perlengkapan Hewan Peliharaan,1242912,Bank Transfer,9390,1233522,Success,Indonesia
trans00005935,2025-11-22 00:00:00,Anhui Machinery Tools,Mesin Konstruksi & Bangunan,659772,Credit Card,5339,654433,Failed,China
trans00005936,2025-11-22 00:00:00,Sichuan Kids Toys,Lampu & Pencahayaan,1148560,Credit Card,12187,1136373,Failed,Vietnam
trans00005937,2025-11-22 00:00:00,Jiangsu Heavy Equipment,Perlengkapan Sekolah & Kantor,1245779,QRIS,14501,1231278,Failed,Malaysia
trans00005938,2025-11-22 00:00:00,Ningbo Packaging Solutions,Suku Cadang & Aksesori Kendaraan,1329820,E-Wallet,10107,1319713,Failed,Vietnam
trans00005939,2025-11-22 00:00:00,Jiangsu Heavy Equipment,Kecantikan,1492326,Debit Card,12091,1480235,Success,China
trans00005940,2025-11-22 00:00:00,Jiangsu Heavy Equipment,Kerajinan & Suvenir,535405,QRIS,4681,530724,Failed,Indonesia
trans00005941,2025-11-22 00:00:00,Henan Pet Supplies,Peralatan & Perkakas,1110612,E-Wallet,8959,1101653,Success,Malaysia
trans00005942,2025-11-22 00:00:00,Chongqing Auto Parts,Kendaraan & Transportasi,622282,QRIS,7152,615130,Success,Malaysia
trans00005943,2025-11-22 00:00:00,Tianjin Printing & Packaging,Produk Kesehatan,382810,E-Wallet,3378,379432,Success,Malaysia
trans00005944,2025-11-22 00:00:00,Shanghai Outdoor Sports Ltd,Transmisi Daya,676913,Virtual Account,7955,668958,Success,Malaysia
trans00005945,2025-11-23 00:00:00,Anhui Machinery Tools,Olahraga & Hiburan,497821,Virtual Account,4558,493263,Failed,Malaysia
trans00005946,2025-11-23 00:00:00,Henan Pet Supplies,"Perhiasan, Kacamata & Jam Tangan",1396298,Credit Card,10288,1386010,Failed,Malaysia
trans00005947,2025-11-23 00:00:00,Shenzhen Lighting Tech,Peralatan & Perlengkapan Kelistrikan,391714,Debit Card,3298,388416,Success,Indonesia
trans00005948,2025-11-23 00:00:00,Yunnan Fabrication Services,"Orang Tua, Anak, & Mainan",881591,E-Wallet,8738,872853,Pending,Malaysia
trans00005949,2025-11-23 00:00:00,Anhui Machinery Tools,Keselamatan & Keamanan,899651,Credit Card,7038,892613,Failed,Vietnam
trans00005950,2025-11-23 00:00:00,Anhui Machinery Tools,Transmisi Daya,404399,E-Wallet,3504,400895,Success,Vietnam
trans00005951,2025-11-23 00:00:00,Shanghai Outdoor Sports Ltd,Mesin Industri,1250231,Credit Card,14072,1236159,Success,Malaysia
trans00005952,2025-11-23 00:00:00,Tianjin Printing & Packaging,Perlengkapan & Peralatan Otomotif,1088164,Virtual Account,10237,1077927,Failed,Indonesia
trans00005953,2025-11-23 00:00:00,Chongqing Auto Parts,Kemasan & Cetakan,322938,Debit Card,2339,320599,Success,Vietnam
trans00005954,2025-11-23 00:00:00,Henan Pet Supplies,Perawatan Pribadi & Rumah,1240125,Virtual Account,9715,1230410,Pending,Vietnam
trans00005955,2025-11-23 00:00:00,Shanghai Outdoor Sports Ltd,Lampu & Pencahayaan,1198707,Credit Card,10237,1188470,Failed,Indonesia
trans00005956,2025-11-23 00:00:00,Zhejiang Industrial Supplier,Peralatan & Perkakas,1465863,Bank Transfer,12040,1453823,Success,Indonesia
trans00005957,2025-11-23 00:00:00,Zhejiang Industrial Supplier,"Koper, Tas & Pelindung",1498482,Debit Card,14767,1483715,Pending,China
trans00005958,2025-11-23 00:00:00,Beijing Plastics Manufacturing,Olahraga & Hiburan,1221886,Credit Card,13655,1208231,Success,China
trans00005959,2025-11-23 00:00:00,Jiangsu Heavy Equipment,Pakaian Olahraga & Luar Ruangan,776070,Credit Card,6934,769136,Failed,China
trans00005960,2025-11-23 00:00:00,Beijing Plastics Manufacturing,Sepatu & Aksesoris,830517,E-Wallet,6661,823856,Success,Malaysia
trans00005961,2025-11-23 00:00:00,Tianjin Printing & Packaging,Keselamatan & Keamanan,1116967,Bank Transfer,11201,1105766,Success,Vietnam
trans00005962,2025-11-23 00:00:00,Beijing Plastics Manufacturing,Suku Cadang & Aksesori Kendaraan,594486,E-Wallet,6659,587827,Failed,China
trans00005963,2025-11-23 00:00:00,Xiamen Home Furnishing,Perlengkapan & Peralatan Otomotif,366436,Debit Card,3823,362613,Success,Indonesia
trans00005964,2025-11-23 00:00:00,Beijing Plastics Manufacturing,"Pertanian, Makanan & Minuman",664020,Virtual Account,6495,657525,Success,China
trans00005965,2025-11-23 00:00:00,Tianjin Printing & Packaging,Keselamatan & Keamanan,847677,Credit Card,9118,838559,Success,Indonesia
trans00005966,2025-11-23 00:00:00,Anhui Machinery Tools,Kecantikan,989838,E-Wallet,7486,982352,Failed,Vietnam
trans00005967,2025-11-23 00:00:00,Sichuan Kids Toys,Produk Kesehatan,1151752,Virtual Account,12265,1139487,Success,Vietnam
trans00005968,2025-11-23 00:00:00,Sichuan Kids Toys,Kendaraan & Transportasi,1132173,Debit Card,8218,1123955,Failed,Indonesia
trans00005969,2025-11-23 00:00:00,Anhui Machinery Tools,Olahraga & Hiburan,1486124,QRIS,12289,1473835,Success,Indonesia
trans00005970,2025-11-23 00:00:00,Yunnan Fabrication Services,Bahan Baku,436722,QRIS,4733,431989,Success,Malaysia
trans00005971,2025-11-23 00:00:00,Sichuan Kids Toys,Barang Elektronik,1345940,E-Wallet,10304,1335636,Success,Indonesia
trans00005972,2025-11-23 00:00:00,Chongqing Auto Parts,Layanan Fabrikasi,1040996,Virtual Account,10469,1030527,Failed,Vietnam
trans00005973,2025-11-23 00:00:00,Ningbo Packaging Solutions,Bangunan & Perumahan,982424,Bank Transfer,7125,975299,Success,China
trans00005974,2025-11-23 00:00:00,Chongqing Auto Parts,Perlengkapan Hewan Peliharaan,379125,Credit Card,3519,375606,Pending,Vietnam
trans00005975,2025-11-23 00:00:00,Fujian Apparel Factory,Peralatan Rumah Tangga,1496565,E-Wallet,15315,1481250,Success,Malaysia
trans00005976,2025-11-23 00:00:00,Henan Pet Supplies,Bangunan & Perumahan,678976,E-Wallet,5317,673659,Success,China
trans00005977,2025-11-23 00:00:00,Beijing Plastics Manufacturing,Sepatu & Aksesoris,1142444,Credit Card,11122,1131322,Failed,Indonesia
trans00005978,2025-11-23 00:00:00,Shanghai Outdoor Sports Ltd,"Perhiasan, Kacamata & Jam Tangan",386603,Credit Card,3198,383405,Pending,Indonesia
trans00005979,2025-11-23 00:00:00,Fujian Apparel Factory,Bangunan & Perumahan,855479,Virtual Account,8207,847272,Pending,Indonesia
trans00005980,2025-11-23 00:00:00,Jiangsu Heavy Equipment,"Pertanian, Makanan & Minuman",1143719,Debit Card,8493,1135226,Failed,Indonesia
trans00005981,2025-11-23 00:00:00,Shanghai Outdoor Sports Ltd,Lampu & Pencahayaan,1268037,Debit Card,14158,1253879,Pending,Vietnam
trans00005982,2025-11-23 00:00:00,Xiamen Home Furnishing,Suku Cadang & Aksesori Kendaraan,848636,Bank Transfer,6327,842309,Failed,Vietnam
trans00005983,2025-11-23 00:00:00,Xiamen Home Furnishing,Keselamatan & Keamanan,659218,Debit Card,6498,652720,Success,Vietnam
trans00005984,2025-11-23 00:00:00,Zhejiang Industrial Supplier,Peralatan & Instrumen Pengujian,1146846,QRIS,12232,1134614,Pending,Malaysia
trans00005985,2025-11-23 00:00:00,Hubei Health Products,Peralatan Rumah Tangga,373038,QRIS,2730,370308,Success,Indonesia
trans00005986,2025-11-23 00:00:00,Tianjin Printing & Packaging,Komponen Elektronik,1360346,E-Wallet,15333,1345013,Pending,Indonesia
trans00005987,2025-11-23 00:00:00,Xiamen Home Furnishing,Barang Elektronik,310166,Virtual Account,3544,306622,Success,Malaysia
trans00005988,2025-11-23 00:00:00,Jiangsu Heavy Equipment,Suku Cadang & Aksesori Kendaraan,1240546,Virtual Account,11730,1228816,Success,Malaysia
trans00005989,2025-11-23 00:00:00,Jiangsu Heavy Equipment,"Koper, Tas & Pelindung",651706,E-Wallet,6705,645001,Success,Vietnam
trans00005990,2025-11-23 00:00:00,Zhejiang Industrial Supplier,Mesin Konstruksi & Bangunan,866222,Credit Card,9561,856661,Success,Indonesia
trans00005991,2025-11-23 00:00:00,Henan Pet Supplies,Perlengkapan Hewan Peliharaan,856209,Credit Card,8385,847824,Failed,Vietnam
trans00005992,2025-11-23 00:00:00,Hubei Health Products,Barang Elektronik,1024475,QRIS,12061,1012414,Success,China
trans00005993,2025-11-23 00:00:00,Zhejiang Industrial Supplier,Layanan lainnya,939760,Virtual Account,9420,930340,Failed,China
trans00005994,2025-11-23 00:00:00,Guangzhou Electronics Co.,Perlengkapan & Peralatan Otomotif,1230020,E-Wallet,12901,1217119,Pending,Vietnam
trans00005995,2025-11-23 00:00:00,Henan Pet Supplies,Pakaian & Aksesori,532930,Bank Transfer,5386,527544,Failed,Indonesia
trans00005996,2025-11-23 00:00:00,Hubei Health Products,Komponen Elektronik,681324,E-Wallet,7322,674002,Success,Vietnam
trans00005997,2025-11-23 00:00:00,Anhui Machinery Tools,Pakaian & Aksesori,618768,Credit Card,6674,612094,Pending,China
trans00005998,2025-11-23 00:00:00,Chongqing Auto Parts,"Perhiasan, Kacamata & Jam Tangan",1136575,Virtual Account,8007,1128568,Failed,China
trans00005999,2025-11-23 00:00:00,Sichuan Kids Toys,Furnitur,1208268,E-Wallet,8529,1199739,Pending,Indonesia
trans00006000,2025-11-23 00:00:00,Ningbo Packaging Solutions,"Orang Tua, Anak, & Mainan",1281443,Debit Card,10819,1270624,Failed,Indonesia
trans00006001,2025-11-23 00:00:00,Jiangsu Heavy Equipment,Sepatu & Aksesoris,1306479,Debit Card,15297,1291182,Failed,China
trans00006002,2025-11-23 00:00:00,Hubei Health Products,Olahraga & Hiburan,1134749,Debit Card,10801,1123948,Success,Indonesia
trans00006003,2025-11-23 00:00:00,Shanghai Outdoor Sports Ltd,Furnitur,996259,Credit Card,9252,987007,Pending,Indonesia
trans00006004,2025-11-23 00:00:00,Chongqing Auto Parts,"Pertanian, Makanan & Minuman",501237,Credit Card,5246,495991,Success,Malaysia
trans00006005,2025-11-23 00:00:00,Jiangsu Heavy Equipment,Kemasan & Cetakan,1439088,Credit Card,16243,1422845,Failed,China
trans00006006,2025-11-23 00:00:00,Guangzhou Electronics Co.,Energi Terbarukan,311284,Virtual Account,3575,307709,Success,China
trans00006007,2025-11-23 00:00:00,Ningbo Packaging Solutions,Layanan lainnya,508474,E-Wallet,5174,503300,Success,Indonesia
trans00006008,2025-11-23 00:00:00,Ningbo Packaging Solutions,Peralatan & Instrumen Pengujian,1174051,Virtual Account,8296,1165755,Success,Vietnam
trans00006009,2025-11-23 00:00:00,Fujian Apparel Factory,Mesin Industri,633070,QRIS,7548,625522,Success,China
trans00006010,2025-11-23 00:00:00,Xiamen Home Furnishing,Transmisi Daya,1342195,E-Wallet,14853,1327342,Pending,China
trans00006011,2025-11-23 00:00:00,Guangzhou Electronics Co.,Kendaraan & Transportasi,659029,E-Wallet,5710,653319,Failed,Vietnam
trans00006012,2025-11-23 00:00:00,Hubei Health Products,"Koper, Tas & Pelindung",1114607,E-Wallet,13368,1101239,Failed,Indonesia
trans00006013,2025-11-23 00:00:00,Zhejiang Industrial Supplier,Furnitur,1392287,Debit Card,9845,1382442,Pending,China
trans00006014,2025-11-23 00:00:00,Zhejiang Industrial Supplier,Perlengkapan Sekolah & Kantor,953458,Bank Transfer,10912,942546,Pending,Vietnam
trans00006015,2025-11-23 00:00:00,Fujian Apparel Factory,Pakaian Olahraga & Luar Ruangan,922870,Debit Card,6634,916236,Pending,Malaysia
trans00006016,2025-11-23 00:00:00,Anhui Machinery Tools,Peralatan & Perlengkapan Kelistrikan,1002971,E-Wallet,7326,995645,Failed,Indonesia
trans00006017,2025-11-23 00:00:00,Yunnan Fabrication Services,Layanan Fabrikasi,1134059,Bank Transfer,12752,1121307,Success,Indonesia
trans00006018,2025-11-23 00:00:00,Jiangsu Heavy Equipment,Perlengkapan Sekolah & Kantor,1111863,Virtual Account,11349,1100514,Success,Indonesia
trans00006019,2025-11-23 00:00:00,Ningbo Packaging Solutions,Komponen Elektronik,523701,E-Wallet,4973,518728,Success,Malaysia
trans00006020,2025-11-23 00:00:00,Henan Pet Supplies,"Perhiasan, Kacamata & Jam Tangan",985044,QRIS,8686,976358,Pending,Malaysia
trans00006021,2025-11-24 00:00:00,Beijing Plastics Manufacturing,Perlengkapan Sekolah & Kantor,954667,E-Wallet,9603,945064,Pending,Vietnam
trans00006022,2025-11-24 00:00:00,Henan Pet Supplies,Layanan Fabrikasi,1228383,E-Wallet,8752,1219631,Success,China
trans00006023,2025-11-24 00:00:00,Zhejiang Industrial Supplier,Bahan Baku,1466942,QRIS,14923,1452019,Pending,Indonesia
trans00006024,2025-11-24 00:00:00,Fujian Apparel Factory,Olahraga & Hiburan,526183,Debit Card,5724,520459,Failed,Indonesia
trans00006025,2025-11-24 00:00:00,Jiangsu Heavy Equipment,Keselamatan & Keamanan,866993,Bank Transfer,6073,860920,Success,Indonesia
trans00006026,2025-11-24 00:00:00,Guangzhou Electronics Co.,Kerajinan & Suvenir,1337695,Debit Card,12591,1325104,Success,China
trans00006027,2025-11-24 00:00:00,Jiangsu Heavy Equipment,Transmisi Daya,1328012,Virtual Account,14728,1313284,Pending,Malaysia
trans00006028,2025-11-24 00:00:00,Ningbo Packaging Solutions,Alat & Mesin Komersial,672226,Virtual Account,5987,666239,Failed,China
trans00006029,2025-11-24 00:00:00,Henan Pet Supplies,Layanan Fabrikasi,513091,Debit Card,5787,507304,Success,China
trans00006030,2025-11-24 00:00:00,Shenzhen Lighting Tech,"Pertanian, Makanan & Minuman",1133987,Bank Transfer,12211,1121776,Pending,Malaysia
trans00006031,2025-11-24 00:00:00,Anhui Machinery Tools,Pakaian & Aksesori,1327421,Virtual Account,10087,1317334,Success,Vietnam
trans00006032,2025-11-24 00:00:00,Anhui Machinery Tools,Olahraga & Hiburan,977613,Bank Transfer,9402,968211,Failed,Malaysia
trans00006033,2025-11-24 00:00:00,Zhejiang Industrial Supplier,Komponen Elektronik,629091,QRIS,6251,622840,Pending,Vietnam
trans00006034,2025-11-24 00:00:00,Fujian Apparel Factory,Kecantikan,405070,QRIS,4748,400322,Failed,Indonesia
trans00006035,2025-11-24 00:00:00,Yunnan Fabrication Services,Pakaian Olahraga & Luar Ruangan,1244057,Debit Card,9513,1234544,Success,China
trans00006036,2025-11-24 00:00:00,Tianjin Printing & Packaging,"Perhiasan, Kacamata & Jam Tangan",622053,Debit Card,4593,617460,Failed,Indonesia
trans00006037,2025-11-24 00:00:00,Shenzhen Lighting Tech,Layanan Fabrikasi,1152883,Bank Transfer,11473,1141410,Failed,Indonesia
trans00006038,2025-11-24 00:00:00,Guangzhou Electronics Co.,Peralatan & Perlengkapan Kelistrikan,663874,E-Wallet,7149,656725,Pending,Vietnam
trans00006039,2025-11-24 00:00:00,Xiamen Home Furnishing,Barang Elektronik,871524,Debit Card,7796,863728,Failed,China
trans00006040,2025-11-24 00:00:00,Chongqing Auto Parts,Energi Terbarukan,687711,Credit Card,5574,682137,Pending,Malaysia
trans00006041,2025-11-24 00:00:00,Shenzhen Lighting Tech,Bangunan & Perumahan,987291,Virtual Account,7581,979710,Failed,Vietnam
trans00006042,2025-11-24 00:00:00,Chongqing Auto Parts,Kerajinan & Suvenir,1380673,Debit Card,13533,1367140,Success,Malaysia
trans00006043,2025-11-24 00:00:00,Zhejiang Industrial Supplier,Komponen Elektronik,592565,E-Wallet,6744,585821,Failed,Indonesia
trans00006044,2025-11-24 00:00:00,Anhui Machinery Tools,"Perhiasan, Kacamata & Jam Tangan",708479,QRIS,7634,700845,Failed,Indonesia
trans00006045,2025-11-24 00:00:00,Fujian Apparel Factory,Mesin Konstruksi & Bangunan,359881,QRIS,3513,356368,Pending,China
trans00006046,2025-11-24 00:00:00,Zhejiang Industrial Supplier,Peralatan & Perkakas,507640,E-Wallet,5511,502129,Pending,Malaysia
trans00006047,2025-11-24 00:00:00,Yunnan Fabrication Services,Pengelolaan Bahan,628798,Credit Card,6104,622694,Pending,China
trans00006048,2025-11-24 00:00:00,Hubei Health Products,"Perhiasan, Kacamata & Jam Tangan",820916,Credit Card,8927,811989,Failed,Indonesia
trans00006049,2025-11-24 00:00:00,Beijing Plastics Manufacturing,Layanan lainnya,1076443,Debit Card,12536,1063907,Failed,Indonesia
trans00006050,2025-11-24 00:00:00,Guangzhou Electronics Co.,Pakaian Olahraga & Luar Ruangan,1258360,Virtual Account,11701,1246659,Success,Malaysia
trans00006051,2025-11-24 00:00:00,Zhejiang Industrial Supplier,Pakaian Olahraga & Luar Ruangan,439031,E-Wallet,4595,434436,Pending,Vietnam
trans00006052,2025-11-24 00:00:00,Yunnan Fabrication Services,Pakaian & Aksesori,447328,QRIS,4181,443147,Success,Malaysia
trans00006053,2025-11-24 00:00:00,Anhui Machinery Tools,Layanan Fabrikasi,1468323,QRIS,11794,1456529,Success,Malaysia
trans00006054,2025-11-24 00:00:00,Guangzhou Electronics Co.,Bangunan & Perumahan,664055,Virtual Account,4682,659373,Failed,Indonesia
trans00006055,2025-11-24 00:00:00,Fujian Apparel Factory,Transmisi Daya,963768,Virtual Account,11274,952494,Pending,Vietnam
trans00006056,2025-11-24 00:00:00,Guangzhou Electronics Co.,Produk Kesehatan,765997,Bank Transfer,8441,757556,Pending,Vietnam
trans00006057,2025-11-24 00:00:00,Jiangsu Heavy Equipment,Kerajinan & Suvenir,571774,Debit Card,4946,566828,Pending,China
trans00006058,2025-11-24 00:00:00,Henan Pet Supplies,Perlengkapan Hewan Peliharaan,875592,Debit Card,8484,867108,Pending,Indonesia
trans00006059,2025-11-24 00:00:00,Anhui Machinery Tools,Transmisi Daya,821470,Debit Card,9449,812021,Pending,Malaysia
trans00006060,2025-11-24 00:00:00,Tianjin Printing & Packaging,Peralatan & Perkakas,561621,Virtual Account,5621,556000,Pending,Indonesia
trans00006061,2025-11-24 00:00:00,Zhejiang Industrial Supplier,Layanan lainnya,537570,Virtual Account,4695,532875,Success,Indonesia
trans00006062,2025-11-24 00:00:00,Ningbo Packaging Solutions,Peralatan & Instrumen Pengujian,929107,Credit Card,9587,919520,Failed,Malaysia
trans00006063,2025-11-24 00:00:00,Xiamen Home Furnishing,Layanan lainnya,1456594,E-Wallet,14437,1442157,Failed,China
trans00006064,2025-11-24 00:00:00,Zhejiang Industrial Supplier,Kecantikan,1297057,Bank Transfer,9403,1287654,Success,Malaysia
trans00006065,2025-11-24 00:00:00,Tianjin Printing & Packaging,Kecantikan,364721,Debit Card,4035,360686,Success,China
trans00006066,2025-11-24 00:00:00,Fujian Apparel Factory,"Koper, Tas & Pelindung",1284019,Credit Card,12688,1271331,Success,China
trans00006067,2025-11-25 00:00:00,Beijing Plastics Manufacturing,"Koper, Tas & Pelindung",1396760,Bank Transfer,10441,1386319,Success,Malaysia
trans00006068,2025-11-25 00:00:00,Shenzhen Lighting Tech,Sepatu & Aksesoris,1241479,E-Wallet,13246,1228233,Failed,China
trans00006069,2025-11-25 00:00:00,Guangzhou Electronics Co.,Barang Elektronik,1478438,E-Wallet,15388,1463050,Success,Vietnam
trans00006070,2025-11-25 00:00:00,Shenzhen Lighting Tech,Keselamatan & Keamanan,508748,Credit Card,5915,502833,Success,Indonesia
trans00006071,2025-11-25 00:00:00,Ningbo Packaging Solutions,Perlengkapan & Peralatan Otomotif,976391,QRIS,9917,966474,Success,Indonesia
trans00006072,2025-11-25 00:00:00,Sichuan Kids Toys,Produk Kesehatan,1165005,Bank Transfer,13599,1151406,Pending,Indonesia
trans00006073,2025-11-25 00:00:00,Guangzhou Electronics Co.,Mesin Konstruksi & Bangunan,1401512,Credit Card,16692,1384820,Pending,Indonesia
trans00006074,2025-11-25 00:00:00,Shenzhen Lighting Tech,Kecantikan,1348528,Bank Transfer,9912,1338616,Failed,Malaysia
trans00006075,2025-11-25 00:00:00,Shenzhen Lighting Tech,Perawatan Pribadi & Rumah,1287856,Bank Transfer,14211,1273645,Pending,China
trans00006076,2025-11-25 00:00:00,Beijing Plastics Manufacturing,Rumah & Taman,308959,Debit Card,2725,306234,Failed,Indonesia
trans00006077,2025-11-25 00:00:00,Tianjin Printing & Packaging,Olahraga & Hiburan,1391376,Bank Transfer,12661,1378715,Pending,Malaysia
trans00006078,2025-11-25 00:00:00,Tianjin Printing & Packaging,Olahraga & Hiburan,452924,E-Wallet,4382,448542,Failed,China
trans00006079,2025-11-25 00:00:00,Fujian Apparel Factory,Komponen Elektronik,1436301,Credit Card,15383,1420918,Pending,China
